	SubjectID1	SubjectID2	Group1	Group2	Distance
249	L4S112	L2S309	No	No	0.7883211678832117
250	L4S112	L2S357	No	No	0.6833333333333333
251	L4S112	L2S382	No	No	0.8350515463917526
252	L4S112	L4S63	No	No	0.7268292682926829
253	L4S137	L1S57	No	No	1.0
254	L4S137	L1S76	No	No	1.0
255	L4S137	L1S105	No	No	0.9871794871794872
256	L4S137	L2S155	No	No	0.7975460122699386
257	L4S137	L2S175	No	No	0.743421052631579
258	L4S137	L2S204	No	No	0.9058823529411765
259	L4S137	L2S222	No	No	0.8909952606635071
260	L4S137	L3S294	No	No	0.8492063492063492
261	L4S137	L3S313	No	No	0.7952755905511811
262	L4S137	L3S341	No	No	0.8731343283582089
263	L4S137	L3S360	No	No	0.9251700680272109
264	L4S137	L5S155	No	No	0.9067796610169492
265	L4S137	L5S174	No	No	0.9024390243902439
266	L4S137	L5S203	No	No	0.8666666666666667
267	L4S137	L5S222	No	No	0.9
268	L4S137	L1S208	No	No	0.994535519125683
269	L4S137	L1S257	No	No	0.9941176470588236
270	L4S137	L1S281	No	No	1.0
271	L4S137	L2S309	No	No	0.8591549295774648
272	L4S137	L2S357	No	No	0.7874015748031497
273	L4S137	L2S382	No	No	0.5859872611464968
274	L4S137	L4S63	No	No	0.8475336322869955
275	L4S137	L4S112	No	No	0.75
276	L6S20	L1S57	No	No	1.0
277	L6S20	L1S76	No	No	1.0
278	L6S20	L1S105	No	No	1.0
279	L6S20	L2S155	No	No	0.9385964912280702
280	L6S20	L2S175	No	No	0.9158878504672897
281	L6S20	L2S204	No	No	0.9722222222222222
282	L6S20	L2S222	No	No	0.9741935483870968
283	L6S20	L3S294	No	No	0.9552238805970149
284	L6S20	L3S313	No	No	0.9014084507042254
285	L6S20	L3S341	No	No	0.958904109589041
286	L6S20	L3S360	No	No	0.9625
287	L6S20	L5S155	No	No	0.5789473684210527
288	L6S20	L5S174	No	No	0.5714285714285714
289	L6S20	L5S203	No	No	0.5813953488372093
290	L6S20	L5S222	No	No	0.5
291	L6S20	L1S208	No	No	0.9716981132075472
292	L6S20	L1S257	No	No	0.9894736842105263
293	L6S20	L1S281	No	No	0.9896907216494846
